,ID,Department,GEO,Role,Will_Relocate,Percent_Remote,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left_Company,promotion_last_5years,sales,salary,Gender,LinkedIn_Hits,Emp_Identity,Emp_Role,Emp_Position,Emp_Title,gender_binary,dept_no,position_no
216,217,Operations,US,Level 2-4,1,0.4,0.4,5,219,4,0,0,0,IT,medium,F,39,1,1,2,1,0,3,2
217,218,Sales,Colombia,Level 2-4,0,0.4,0.4,2,132,3,0,0,0,technical,low,M,46,1,1,2,2,1,4,2
218,219,Finance,US,Level 2-4,1,0.4,0.4,2,238,3,0,0,0,accounting,low,F,24,2,2,2,2,0,0,2
219,220,Human Resources,Colombia,Level 2-4,1,0.4,0.4,6,153,3,0,0,0,technical,low,F,50,1,1,2,1,0,1,2
220,221,IT,Korea,Level 2-4,0,0.4,0.4,4,145,5,1,0,1,sales,medium,M,9,5,5,2,1,1,2,2
221,222,Warehouse,US,Level 2-4,1,0.4,0.4,3,139,8,0,0,1,hr,medium,M,16,4,5,2,1,1,5,2
222,223,Operations,Australia,Level 2-4,0,0.4,0.4,3,158,3,0,0,0,hr,low,F,21,2,1,2,2,0,3,2
223,224,Sales,Japan,Level 2-4,0,0.4,0.4,4,274,3,0,0,0,sales,low,M,37,1,1,2,1,1,4,2
224,225,Finance,Colombia,Level 2-4,0,0.4,0.4,3,213,5,1,0,1,sales,low,F,39,4,2,2,1,0,0,2
225,226,Human Resources,Turkey,Level 2-4,1,0.4,0.4,3,158,8,1,0,0,marketing,low,F,58,1,2,1,2,0,1,2
226,227,IT,France,Level 2-4,0,0.4,0.4,5,125,4,0,0,0,sales,low,F,17,1,2,1,1,0,2,2
227,228,Warehouse,Australia,Level 2-4,0,0.4,0.4,2,148,2,1,0,1,management,high,F,14,4,2,5,1,0,5,2
228,229,Operations,Japan,Level 2-4,0,0.4,0.4,4,145,5,1,0,1,sales,medium,F,39,4,2,1,1,0,3,2
229,230,Sales,Turkey,Level 2-4,1,0.4,0.4,3,139,8,0,0,1,hr,medium,M,13,5,5,2,1,1,4,2
230,231,Finance,US,Level 2-4,1,0.4,0.4,3,158,3,0,0,0,hr,low,F,60,1,2,2,1,0,0,2
231,232,Human Resources,Japan,Level 2-4,0,0.4,0.4,4,274,3,0,0,0,sales,low,M,12,1,1,2,2,1,1,2
232,233,IT,China,Level 2-4,0,0.4,0.4,3,213,5,1,0,1,sales,low,M,54,5,5,2,1,1,2,2
233,234,Warehouse,Colombia,Level 2-4,1,0.4,0.4,3,158,8,1,0,0,marketing,low,M,43,1,1,2,1,1,5,2
234,235,Operations,UK,Level 2-4,0,0.4,0.4,5,125,4,0,0,0,sales,low,F,55,2,2,2,1,0,3,2
235,236,Sales,China,Level 2-4,1,0.4,0.4,2,148,2,1,0,1,management,high,F,34,5,1,5,1,0,4,2
236,237,Finance,Australia,Level 2-4,1,0.4,0.41,4,174,3,0,0,0,technical,low,M,25,2,2,2,1,1,0,2
237,238,Human Resources,Turkey,Level 2-4,1,0.4,0.41,3,138,3,0,0,0,support,low,F,15,2,1,1,2,0,1,2
238,239,IT,Australia,Level 2-4,0,0.4,0.41,3,133,6,1,0,0,sales,low,M,36,2,2,1,1,1,2,2
239,240,Warehouse,US,Level 2-4,1,0.4,0.41,6,106,5,0,0,0,sales,medium,M,28,1,1,1,2,1,5,2
240,241,Operations,Turkey,Level 2-4,1,0.4,0.41,4,254,5,0,0,0,product_mng,low,F,33,2,2,1,2,0,3,2
241,242,Sales,Turkey,Level 2-4,0,0.4,0.41,2,231,6,1,0,0,sales,medium,F,56,1,1,2,2,0,4,2
242,243,Finance,US,Level 2-4,0,0.4,0.41,4,250,4,0,0,0,RandD,low,M,35,2,2,2,2,1,0,2
243,244,Human Resources,Colombia,Level 2-4,1,0.4,0.41,6,255,6,1,0,0,sales,medium,F,45,1,2,2,1,0,1,2
244,245,IT,France,Level 1,0,0.4,0.41,6,185,4,0,0,0,support,medium,F,47,1,1,1,2,0,2,1
245,246,Warehouse,US,Level 1,0,0.4,0.41,3,106,6,0,0,0,sales,low,M,64,2,2,2,2,1,5,1
246,247,Operations,China,Level 1,0,0.4,0.41,4,132,5,1,0,0,support,medium,F,39,2,1,1,1,0,3,1
247,248,Sales,Turkey,Level 1,1,0.4,0.41,3,157,2,0,0,0,support,low,F,6,2,1,1,1,0,4,1
248,249,Finance,Colombia,Level 1,0,0.4,0.41,4,232,3,1,0,0,RandD,medium,F,51,2,2,2,1,0,0,1
249,250,Human Resources,Colombia,Level 1,0,0.4,0.41,3,188,4,0,0,0,sales,high,M,47,1,2,1,1,1,1,1
250,251,IT,Colombia,Level 1,1,0.4,0.41,6,115,3,0,0,0,sales,low,M,10,2,1,1,2,1,2,1
251,252,Warehouse,Japan,Level 1,1,0.4,0.41,4,190,3,0,0,0,product_mng,medium,M,50,2,2,1,2,1,5,1
252,253,Operations,France,Level 1,1,0.4,0.41,2,141,3,0,0,0,technical,medium,F,19,2,1,1,1,0,3,1
253,254,Sales,China,Level 1,1,0.4,0.41,2,263,3,0,0,0,management,medium,F,31,1,2,2,1,0,4,1
254,255,Finance,Colombia,Level 1,0,0.4,0.41,6,244,3,0,0,0,technical,low,M,59,2,2,2,2,1,0,1
255,256,Human Resources,UK,Level 1,1,0.4,0.41,2,229,6,0,0,0,technical,medium,F,17,2,2,1,1,0,1,1
256,257,IT,Korea,Level 1,1,0.4,0.41,6,264,3,0,0,0,sales,medium,M,51,2,1,2,2,1,2,1
257,258,Warehouse,France,Level 1,0,0.4,0.41,2,194,2,0,0,0,sales,medium,F,12,2,2,1,1,0,5,1
258,259,Operations,Colombia,Level 1,0,0.4,0.41,3,103,2,0,0,0,technical,high,F,22,1,1,2,1,0,3,1
259,260,Sales,France,Level 1,0,0.4,0.41,4,127,3,0,0,0,IT,low,F,47,1,2,2,1,0,4,1
260,261,Finance,Australia,Level 1,0,0.4,0.41,3,216,6,1,0,0,RandD,medium,F,1,1,2,1,2,0,0,1
261,262,Human Resources,Japan,Level 1,0,0.4,0.41,2,146,2,0,0,0,support,medium,F,50,2,2,2,2,0,1,1
262,263,IT,France,Level 1,1,0.4,0.41,3,231,6,0,0,0,technical,medium,F,4,2,2,1,1,0,2,1
263,264,Warehouse,US,Level 1,1,0.4,0.41,5,286,3,0,0,0,support,high,F,32,1,2,2,1,0,5,1
264,265,Operations,US,Level 1,0,0.4,0.41,2,148,2,1,0,0,sales,medium,F,28,2,2,1,1,0,3,1
265,266,Sales,France,Level 1,1,0.4,0.41,4,139,3,0,0,0,accounting,low,F,11,1,1,2,1,0,4,1
266,267,Finance,Turkey,Level 1,1,0.4,0.41,5,107,4,0,0,0,technical,medium,F,22,1,2,2,1,0,0,1
267,268,Human Resources,US,Level 1,1,0.4,0.41,6,148,4,0,0,0,sales,low,M,25,2,2,1,2,1,1,1
268,269,IT,Colombia,Level 1,0,0.4,0.41,3,138,3,1,0,0,technical,medium,M,38,2,2,1,1,1,2,1
269,270,Warehouse,Turkey,Level 1,1,0.4,0.41,3,283,3,0,0,0,IT,low,M,37,1,2,2,1,1,5,1
270,271,Operations,Turkey,Level 1,1,0.4,0.41,6,114,3,0,0,0,sales,low,F,6,2,1,1,1,0,3,1
271,272,Sales,Korea,Level 1,0,0.4,0.41,5,240,2,0,0,0,technical,medium,M,65,2,1,1,1,1,4,1
272,273,Finance,UK,Level 1,1,0.4,0.41,3,232,3,0,0,0,technical,medium,F,23,2,2,2,2,0,0,1
273,274,Human Resources,China,Level 1,0,0.4,0.41,3,193,2,1,0,0,sales,low,M,9,2,2,1,2,1,1,1
274,275,IT,US,VP,0,0.4,0.41,6,142,3,0,0,0,product_mng,medium,F,44,2,2,1,1,0,2,6
275,276,Warehouse,Korea,Senior Director,1,0.4,0.41,2,164,4,0,0,0,sales,medium,M,65,2,2,1,2,1,5,4
276,277,Operations,Korea,Senior Director,1,0.4,0.41,2,140,3,0,0,0,hr,medium,F,63,1,1,1,2,0,3,4
277,278,Sales,Australia,Senior Director,1,0.4,0.41,6,101,3,0,0,0,product_mng,low,M,1,1,1,2,1,1,4,4
278,279,Finance,China,Director,0,0.4,0.41,3,219,3,1,0,0,IT,low,M,48,1,2,2,1,1,0,0
279,280,Human Resources,Japan,Director,1,0.4,0.41,5,196,4,0,0,0,sales,low,M,1,2,2,1,2,1,1,0
280,281,IT,China,Director,0,0.4,0.41,3,180,5,1,0,0,marketing,medium,M,38,2,2,2,1,1,2,0
281,282,Warehouse,Japan,Director,1,0.4,0.41,3,175,3,0,0,0,sales,medium,F,2,2,1,2,1,0,5,0
282,283,Operations,France,Director,1,0.4,0.41,5,152,3,0,0,0,sales,medium,M,50,2,2,1,2,1,3,0
283,284,Sales,UK,Director,0,0.4,0.41,2,113,3,0,0,1,RandD,medium,F,18,5,2,1,1,0,4,0
284,285,Finance,China,Senior Manager,1,0.4,0.41,5,135,6,0,0,0,sales,medium,M,17,2,2,2,2,1,0,5
285,286,Human Resources,China,Senior Manager,0,0.4,0.41,3,125,7,0,0,0,sales,medium,M,50,2,1,2,1,1,1,5
286,287,IT,France,Senior Manager,0,0.4,0.41,3,167,10,0,0,0,support,low,F,30,1,1,2,2,0,2,5
287,288,Warehouse,France,Senior Manager,1,0.4,0.41,2,198,4,0,0,0,technical,medium,M,51,2,2,2,2,1,5,5
288,289,Operations,Australia,Senior Manager,0,0.4,0.41,3,175,3,0,0,0,sales,medium,F,49,1,1,1,1,0,3,5
289,290,Sales,China,Senior Manager,0,0.4,0.41,5,152,3,0,0,0,sales,medium,M,45,2,1,1,1,1,4,5
290,291,Finance,Colombia,Senior Manager,1,0.4,0.41,2,113,3,0,0,1,RandD,medium,F,48,4,2,2,2,0,0,5
291,292,Human Resources,Colombia,Senior Manager,1,0.4,0.41,5,135,6,0,0,0,sales,medium,M,11,2,1,2,2,1,1,5
292,293,IT,Australia,Senior Manager,0,0.4,0.41,3,125,7,0,0,0,sales,medium,M,4,1,1,1,1,1,2,5
293,294,Warehouse,UK,Senior Manager,0,0.4,0.41,3,167,10,0,0,0,support,low,F,7,2,2,2,1,0,5,5
294,295,Operations,Japan,Senior Manager,1,0.4,0.41,2,198,4,0,0,0,technical,medium,M,40,2,2,2,1,1,3,5
295,296,Sales,US,Senior Manager,0,0.4,0.42,2,99,4,0,0,0,technical,low,F,57,2,2,2,1,0,4,5
296,297,Finance,France,Manager,0,0.4,0.42,4,159,4,0,0,0,technical,medium,F,6,2,2,2,1,0,0,3
297,298,Human Resources,UK,Manager,0,0.4,0.42,6,220,2,0,0,0,product_mng,low,F,4,2,2,2,2,0,1,3
298,299,IT,Korea,Manager,1,0.4,0.42,6,101,4,0,0,0,technical,medium,M,58,1,2,1,2,1,2,3
299,300,Warehouse,Turkey,Manager,0,0.4,0.42,5,283,5,0,0,0,marketing,low,M,56,1,2,2,2,1,5,3
300,301,Operations,US,Manager,1,0.4,0.42,2,142,3,1,0,0,sales,medium,M,6,2,1,1,1,1,3,3
301,302,Sales,Turkey,Manager,0,0.4,0.42,4,269,4,1,0,0,RandD,medium,F,10,1,1,1,2,0,4,3
302,303,Finance,UK,Manager,1,0.4,0.42,6,253,3,0,0,0,hr,medium,M,12,2,2,1,1,1,0,3
303,304,Human Resources,UK,Manager,0,0.4,0.42,2,124,2,0,0,0,sales,low,M,1,2,2,1,2,1,1,3
304,305,IT,UK,Manager,1,0.4,0.42,3,206,5,0,0,0,marketing,high,M,1,1,2,2,2,1,2,3
305,306,Warehouse,China,Manager,0,0.4,0.42,3,138,3,1,0,0,support,medium,F,21,2,2,1,2,0,5,3
306,307,Operations,Turkey,Manager,1,0.4,0.42,5,252,5,0,0,0,sales,low,F,60,1,1,2,1,0,3,3
307,308,Sales,Japan,Manager,1,0.4,0.42,4,238,3,0,0,0,sales,medium,M,62,1,2,1,2,1,4,3
308,309,Finance,UK,Manager,0,0.4,0.42,3,196,3,0,0,0,product_mng,low,F,48,1,2,1,2,0,0,3
309,310,Human Resources,Australia,Manager,1,0.4,0.42,5,226,3,0,0,0,technical,low,M,6,2,2,2,2,1,1,3
310,311,IT,US,Manager,0,0.4,0.42,2,192,2,0,0,0,technical,low,M,44,2,2,2,2,1,2,3
311,312,Warehouse,UK,Manager,1,0.4,0.42,4,154,5,0,0,0,RandD,high,M,51,1,1,2,1,1,5,3
312,313,Operations,France,Manager,0,0.4,0.42,3,189,2,1,0,0,hr,medium,M,25,1,2,1,1,1,3,3
313,314,Sales,Australia,Manager,1,0.4,0.42,4,98,2,0,0,0,sales,low,M,62,1,2,2,1,1,4,3
314,315,Finance,US,Manager,0,0.4,0.42,2,169,5,0,0,0,IT,low,F,18,2,1,1,2,0,0,3
315,316,Human Resources,Turkey,Manager,1,0.4,0.42,3,178,3,0,0,0,support,high,M,43,2,2,1,1,1,1,3
316,317,IT,Turkey,Manager,1,0.4,0.42,2,248,4,0,0,0,IT,medium,M,15,1,1,1,1,1,2,3
317,318,Warehouse,Korea,Manager,1,0.4,0.42,2,199,2,0,0,0,support,medium,F,3,2,1,1,1,0,5,3
318,319,Operations,Australia,Level 2-4,0,0.4,0.42,6,114,3,0,0,0,product_mng,medium,M,15,1,2,2,2,1,3,2
319,320,Sales,France,Level 2-4,1,0.4,0.42,2,266,3,0,0,0,accounting,low,M,51,1,2,1,1,1,4,2
320,321,Finance,Japan,Level 2-4,0,0.4,0.42,2,127,4,0,0,0,sales,medium,F,31,2,2,2,1,0,0,2
321,322,Human Resources,Turkey,Level 2-4,0,0.4,0.42,3,131,3,0,0,0,sales,medium,F,64,1,2,1,1,0,1,2
322,323,IT,China,Level 2-4,0,0.4,0.42,3,110,2,0,0,0,accounting,medium,M,28,1,1,1,1,1,2,2
323,324,Warehouse,Korea,Level 2-4,0,0.4,0.42,3,146,2,1,0,0,hr,medium,F,15,1,2,1,1,0,5,2
324,325,Operations,France,Level 2-4,1,0.4,0.42,4,140,2,0,0,0,sales,low,F,26,1,1,1,2,0,3,2
325,326,Sales,UK,Level 2-4,0,0.4,0.42,3,98,3,0,0,0,sales,low,M,19,2,1,2,1,1,4,2
326,327,Finance,UK,Level 2-4,0,0.4,0.42,6,287,5,1,0,0,IT,low,F,52,2,1,1,2,0,0,2
327,328,Human Resources,France,Level 2-4,0,0.4,0.42,3,217,2,0,0,0,sales,low,F,33,2,2,2,2,0,1,2
328,329,IT,Australia,Level 2-4,0,0.4,0.42,6,218,3,0,0,0,technical,medium,M,24,1,2,1,2,1,2,2
329,330,Warehouse,Australia,Level 2-4,0,0.4,0.42,3,104,2,0,0,0,hr,medium,F,16,2,1,2,1,0,5,2
330,331,Operations,Colombia,Level 2-4,0,0.4,0.42,4,256,5,0,0,0,hr,low,F,22,2,1,1,2,0,3,2
331,332,Sales,France,Level 2-4,1,0.4,0.42,5,210,5,0,0,0,accounting,low,M,42,1,1,1,2,1,4,2
332,333,Finance,Colombia,Level 2-4,1,0.4,0.42,4,108,4,0,0,0,technical,low,F,38,1,1,1,1,0,0,2
333,334,Human Resources,Japan,Level 2-4,0,0.4,0.42,2,275,6,1,0,1,hr,medium,M,28,4,5,2,1,1,1,2
334,335,IT,Korea,Level 2-4,1,0.4,0.42,2,103,8,0,0,0,marketing,medium,F,61,2,2,2,1,0,2,2
335,336,Warehouse,Japan,Level 2-4,1,0.4,0.42,3,182,3,1,0,0,product_mng,low,F,54,2,1,2,1,0,5,2
336,337,Operations,Colombia,Level 2-4,0,0.4,0.42,4,156,7,0,0,0,product_mng,high,M,16,2,2,2,2,1,3,2
337,338,Sales,UK,Level 2-4,1,0.4,0.42,6,173,7,0,0,0,sales,medium,F,2,1,1,2,2,0,4,2
338,339,Finance,China,Level 2-4,0,0.4,0.42,3,145,4,0,0,1,sales,medium,M,51,4,5,1,1,1,0,2
339,340,Human Resources,UK,Level 2-4,1,0.4,0.42,2,109,6,0,0,0,sales,low,M,24,1,1,1,2,1,1,2
340,341,IT,UK,Level 2-4,1,0.4,0.42,3,104,2,0,0,0,hr,medium,F,37,1,2,1,2,0,2,2
341,342,Warehouse,Australia,Level 2-4,0,0.4,0.42,4,256,5,0,0,0,hr,low,M,45,2,2,1,2,1,5,2
342,343,Operations,France,Level 2-4,1,0.4,0.42,5,210,5,0,0,0,accounting,low,F,61,1,2,1,2,0,3,2
343,344,Sales,US,Level 2-4,1,0.4,0.42,4,108,4,0,0,0,technical,low,M,5,1,1,1,1,1,4,2
344,345,Finance,Japan,Level 2-4,0,0.4,0.42,2,275,6,1,0,1,hr,medium,F,28,5,2,1,2,0,0,2
345,346,Human Resources,Turkey,Level 2-4,1,0.4,0.42,2,103,8,0,0,0,marketing,medium,F,5,2,2,2,1,0,1,2
346,347,IT,US,Level 2-4,1,0.4,0.42,3,182,3,1,0,0,product_mng,low,F,48,1,1,2,1,0,2,2
347,348,Warehouse,US,Level 2-4,0,0.4,0.42,4,156,7,0,0,0,product_mng,high,M,64,1,2,1,2,1,5,2
348,349,Operations,Japan,Level 2-4,0,0.4,0.42,6,173,7,0,0,0,sales,medium,M,9,2,2,1,2,1,3,2
349,350,Sales,China,Level 2-4,0,0.4,0.42,3,145,4,0,0,1,sales,medium,F,47,4,2,2,1,0,4,2
350,351,Finance,Turkey,Level 2-4,0,0.4,0.42,2,109,6,0,0,0,sales,low,M,15,1,1,1,1,1,0,2
351,352,Human Resources,Australia,Level 2-4,1,0.4,0.43,6,246,4,0,0,0,technical,medium,M,48,1,2,2,1,1,1,2
352,353,IT,France,Level 2-4,0,0.4,0.43,2,199,2,0,0,0,sales,medium,F,5,1,1,1,2,0,2,2
353,354,Warehouse,US,Level 2-4,1,0.4,0.43,4,165,5,0,0,0,sales,low,M,4,1,2,1,2,1,5,2
354,355,Operations,China,Level 2-4,1,0.4,0.43,3,173,3,0,0,0,technical,low,F,24,2,2,1,2,0,3,2
355,356,Sales,China,Level 2-4,1,0.4,0.43,2,155,2,0,0,0,IT,low,F,47,1,1,2,2,0,4,2
356,357,Finance,Japan,Level 2-4,1,0.4,0.43,2,160,6,0,0,0,sales,medium,F,49,2,2,1,1,0,0,2
357,358,Human Resources,UK,Level 2-4,1,0.4,0.43,3,204,4,0,0,0,product_mng,medium,M,60,1,1,1,1,1,1,2
358,359,IT,Japan,Level 2-4,0,0.4,0.43,3,192,2,0,0,0,support,low,F,24,1,1,1,2,0,2,2
359,360,Warehouse,China,Level 2-4,0,0.4,0.43,3,162,4,0,0,0,IT,medium,M,18,2,2,2,1,1,5,2
360,361,Operations,Turkey,Level 2-4,1,0.4,0.43,6,132,3,0,0,0,sales,low,M,57,2,2,2,2,1,3,2
361,362,Sales,UK,Level 2-4,0,0.4,0.43,4,258,3,0,0,0,support,low,F,29,2,2,2,1,0,4,2
362,363,Finance,Colombia,Level 2-4,1,0.4,0.43,3,184,2,0,0,0,sales,medium,F,9,2,1,2,2,0,0,2
363,364,Human Resources,France,Level 2-4,0,0.4,0.43,3,167,3,0,0,0,sales,medium,M,50,1,2,1,1,1,1,2
364,365,IT,France,Level 2-4,0,0.4,0.43,3,161,2,1,0,0,sales,medium,M,37,2,2,1,1,1,2,2
365,366,Warehouse,France,Level 2-4,1,0.4,0.43,2,106,2,0,0,1,sales,high,F,31,4,1,5,1,0,5,2
366,367,Operations,US,Level 2-4,1,0.4,0.43,3,120,6,1,0,0,accounting,medium,F,8,2,2,1,1,0,3,2
367,368,Sales,UK,Level 2-4,0,0.4,0.43,4,215,4,1,0,0,support,low,M,21,1,1,1,2,1,4,2
368,369,Finance,Turkey,Level 2-4,0,0.4,0.43,3,154,3,0,0,0,marketing,low,F,37,1,1,1,1,0,0,2
369,370,Human Resources,Colombia,Level 2-4,1,0.4,0.43,5,210,4,1,0,0,technical,medium,F,3,1,1,2,2,0,1,2
370,371,IT,France,Level 2-4,0,0.4,0.43,2,222,4,0,0,0,product_mng,high,M,3,1,1,1,1,1,2,2
371,372,Warehouse,US,Level 2-4,0,0.4,0.43,2,100,6,0,0,0,technical,medium,F,32,2,1,2,2,0,5,2
372,373,Operations,Turkey,Level 2-4,0,0.4,0.43,2,139,3,0,0,0,support,high,M,5,2,1,1,2,1,3,2
373,374,Sales,China,Level 2-4,1,0.4,0.43,4,117,5,1,0,0,technical,medium,M,49,1,1,2,2,1,4,2
374,375,Finance,US,Level 2-4,1,0.4,0.43,4,265,6,0,0,0,support,high,M,61,2,2,2,2,1,0,2
375,376,Human Resources,UK,Level 2-4,0,0.4,0.43,2,169,3,0,0,0,sales,medium,M,25,1,2,1,2,1,1,2
376,377,IT,France,Level 2-4,1,0.4,0.43,6,253,3,0,0,0,IT,high,F,53,2,1,2,1,0,2,2
377,378,Warehouse,Turkey,Level 2-4,0,0.4,0.43,6,283,2,0,0,0,technical,low,M,50,2,1,2,2,1,5,2
378,379,Operations,Japan,Level 2-4,0,0.4,0.43,3,96,3,0,0,0,support,low,F,12,2,1,1,1,0,3,2
379,380,Sales,Australia,Level 2-4,1,0.4,0.43,3,194,2,1,0,0,RandD,medium,F,18,2,2,2,1,0,4,2
380,381,Finance,Australia,Level 2-4,1,0.4,0.43,3,128,3,0,0,0,support,medium,F,53,2,1,1,1,0,0,2
381,382,Human Resources,Japan,Level 1,1,0.4,0.43,6,175,3,0,0,0,sales,low,M,41,2,1,2,2,1,1,1
382,383,IT,Colombia,Level 1,0,0.4,0.43,3,171,3,0,0,0,hr,medium,F,13,1,2,1,1,0,2,1
383,384,Warehouse,Colombia,Level 1,0,0.4,0.43,3,120,3,0,0,0,sales,high,M,24,2,2,1,2,1,5,1
384,385,Operations,Japan,Level 1,1,0.4,0.43,3,224,6,0,0,0,hr,low,M,30,2,1,2,2,1,3,1
385,386,Sales,Colombia,Level 1,0,0.4,0.43,5,269,3,0,0,0,sales,medium,F,52,2,1,2,1,0,4,1
386,387,Finance,Turkey,Level 1,0,0.4,0.43,2,238,3,0,0,0,hr,low,M,11,1,2,2,1,1,0,1
387,388,Human Resources,Colombia,Level 1,0,0.4,0.43,4,253,4,0,0,0,support,medium,M,13,2,2,2,1,1,1,1
388,389,IT,Colombia,Level 1,0,0.4,0.43,2,249,3,0,0,0,marketing,low,F,26,2,1,1,2,0,2,1
389,390,Warehouse,Japan,Level 1,1,0.4,0.43,3,176,3,0,0,0,support,low,F,2,1,2,1,1,0,5,1
390,391,Operations,Korea,Level 1,1,0.4,0.43,3,188,7,0,0,0,sales,medium,F,10,2,1,2,1,0,3,1
391,392,Sales,Colombia,Level 1,1,0.4,0.43,5,175,2,1,0,0,sales,high,F,23,2,1,1,2,0,4,1
392,393,Finance,China,Level 1,0,0.4,0.43,4,275,3,0,0,0,IT,low,M,25,2,1,2,2,1,0,1
393,394,Human Resources,China,Level 1,1,0.4,0.43,4,246,3,0,0,0,support,low,M,2,2,2,1,2,1,1,1
394,395,IT,Turkey,Level 1,1,0.4,0.43,5,113,8,0,0,0,technical,medium,M,33,1,1,2,1,1,2,1
395,396,Warehouse,France,Level 1,0,0.4,0.43,3,176,3,0,0,0,support,low,M,13,2,1,1,1,1,5,1
396,397,Operations,France,Level 1,1,0.4,0.43,3,188,7,0,0,0,sales,medium,M,50,2,1,2,2,1,3,1
397,398,Sales,Colombia,Level 1,0,0.4,0.43,5,175,2,1,0,0,sales,high,F,21,1,1,2,1,0,4,1
398,399,Finance,Japan,Level 1,0,0.4,0.43,4,275,3,0,0,0,IT,low,F,33,1,2,1,2,0,0,1
399,400,Human Resources,Australia,Level 1,0,0.4,0.43,4,246,3,0,0,0,support,low,F,53,2,2,2,2,0,1,1
400,401,IT,Korea,Level 1,1,0.4,0.43,5,113,8,0,0,0,technical,medium,F,63,2,1,2,2,0,2,1
401,402,Warehouse,China,Level 1,0,0.4,0.44,2,194,6,0,0,0,hr,medium,F,46,1,2,2,2,0,5,1
402,403,Operations,Turkey,Level 1,0,0.4,0.44,3,137,3,0,0,0,sales,medium,M,9,2,1,1,2,1,3,1
403,404,Sales,Korea,Level 1,0,0.4,0.44,3,129,2,0,0,0,technical,medium,M,41,2,1,2,2,1,4,1
404,405,Finance,France,Level 1,0,0.4,0.44,3,166,6,0,0,0,hr,low,M,32,2,1,1,2,1,0,1
405,406,Human Resources,Turkey,Level 1,1,0.4,0.44,4,163,6,0,0,0,sales,high,F,37,2,1,2,2,0,1,1
406,407,IT,UK,Level 1,1,0.4,0.44,5,212,4,0,0,0,sales,low,M,46,1,1,2,1,1,2,1
407,408,Warehouse,Japan,Level 1,1,0.4,0.44,3,119,2,0,0,0,sales,low,F,19,2,2,1,2,0,5,1
408,409,Operations,China,Level 1,1,0.4,0.44,4,192,4,1,0,0,technical,low,M,15,2,1,1,2,1,3,1
409,410,Sales,Korea,Level 1,0,0.4,0.44,2,131,2,0,0,0,sales,low,M,62,2,2,1,1,1,4,1
410,411,Finance,China,Level 1,1,0.4,0.44,6,104,6,0,0,0,technical,low,M,17,1,2,1,2,1,0,1
411,412,Human Resources,Korea,VP,0,0.4,0.44,5,152,5,0,0,0,support,low,M,5,2,2,2,2,1,1,6
412,413,IT,Colombia,Senior Director,0,0.4,0.44,3,121,4,0,0,0,IT,low,M,62,1,1,2,1,1,2,4
413,414,Warehouse,France,Senior Director,0,0.4,0.44,4,114,4,0,0,0,technical,medium,F,19,2,1,2,1,0,5,4
414,415,Operations,Japan,Senior Director,0,0.4,0.44,3,199,2,0,0,0,management,low,M,32,2,2,2,2,1,3,4
415,416,Sales,France,Director,0,0.4,0.44,3,126,2,0,0,0,hr,medium,F,6,2,1,1,2,0,4,0
416,417,Finance,China,Director,0,0.4,0.44,5,128,4,1,0,0,technical,medium,M,13,2,1,2,1,1,0,0
417,418,Human Resources,France,Director,1,0.4,0.44,5,213,3,0,0,0,sales,low,M,61,2,1,2,2,1,1,0
418,419,IT,Korea,Director,1,0.4,0.44,2,130,3,0,0,0,support,low,M,56,1,1,2,2,1,2,0
419,420,Warehouse,US,Director,0,0.4,0.44,4,194,2,1,0,0,sales,low,F,32,1,1,1,2,0,5,0
420,421,Operations,UK,Director,0,0.4,0.44,5,255,5,1,0,0,support,low,F,47,1,2,2,1,0,3,0
421,422,Sales,US,Senior Manager,1,0.4,0.44,2,207,4,0,0,0,sales,low,M,26,2,1,2,1,1,4,5
422,423,Finance,Japan,Senior Manager,1,0.4,0.44,3,97,4,0,0,0,IT,medium,F,37,2,2,1,1,0,0,5
423,424,Human Resources,Colombia,Senior Manager,1,0.4,0.44,5,165,3,0,0,0,RandD,medium,M,25,2,2,2,1,1,1,5
424,425,IT,Korea,Senior Manager,1,0.4,0.44,4,166,4,1,0,0,support,low,M,59,2,1,1,1,1,2,5
425,426,Warehouse,UK,Senior Manager,0,0.4,0.44,5,190,5,0,0,0,technical,medium,F,41,2,2,1,2,0,5,5
426,427,Operations,UK,Senior Manager,1,0.4,0.44,5,169,3,1,0,0,technical,medium,F,5,1,2,2,2,0,3,5
427,428,Sales,Australia,Senior Manager,0,0.4,0.44,2,236,3,0,0,0,IT,medium,F,8,2,1,2,1,0,4,5
428,429,Finance,France,Senior Manager,0,0.4,0.44,3,153,2,0,0,0,technical,low,M,19,1,2,2,1,1,0,5
429,430,Human Resources,Australia,Senior Manager,0,0.4,0.44,5,155,3,0,0,0,technical,medium,M,24,2,1,1,1,1,1,5
430,431,IT,US,Senior Manager,1,0.4,0.44,4,170,2,0,0,0,support,low,F,19,2,1,1,1,0,2,5
431,432,Warehouse,Colombia,Senior Manager,0,0.4,0.44,4,154,6,1,0,0,sales,medium,F,54,1,1,1,2,0,5,5
432,433,Operations,UK,Senior Manager,0,0.4,0.44,3,183,2,0,0,0,product_mng,medium,M,14,1,2,1,2,1,3,5
433,434,Sales,US,Manager,1,0.4,0.44,2,141,7,1,0,1,management,high,F,32,5,1,5,1,0,4,3
